thr,s_ema,s_in,s_out,l_ema,l_in,l_out,avg_ret,avg_trades,neg_coins,total_coins,total_liqs,avg_sharpe,avg_mdd
8,6,0.5,0.75,8,1.0,1.0,109.833,281.4615,3,13,0,1.1004,40.1686
8,8,0.5,0.75,8,0.5,1.0,109.7854,285.0,3,13,0,1.0881,38.7921
8,8,0.5,0.75,8,1.0,1.0,109.5637,277.7692,3,13,0,1.1298,37.6406
8,8,0.3,0.75,8,0.5,1.0,109.4543,311.3077,3,13,0,1.0756,41.1405
8,8,0.5,0.75,5,0.5,1.0,109.1698,280.1538,3,13,0,1.0624,38.9208
8,6,1.0,1.0,5,1.0,1.0,108.9757,174.6154,1,13,0,1.2148,37.1572
8,6,1.0,1.0,8,0.5,1.0,108.8146,187.4615,1,13,0,1.1137,38.4662
10,8,1.0,0.75,5,1.0,1.0,108.5048,205.5385,3,13,0,1.2304,33.4965
10,6,0.5,1.0,3,0.5,1.0,107.9902,220.9231,4,13,0,0.8916,41.848
8,6,1.0,1.5,5,1.0,1.0,107.5701,126.2308,3,13,0,1.0304,39.6972
8,8,0.5,0.75,5,1.0,1.0,107.2449,272.9231,2,13,0,1.1479,36.718
10,6,1.0,0.75,5,1.0,1.0,107.1256,199.3077,2,13,0,1.2557,33.4434
12,8,1.0,1.0,3,0.5,1.0,106.8448,175.7692,0,13,0,1.2245,35.3477
8,6,0.3,1.5,3,0.5,1.0,106.4537,145.7692,2,13,0,1.0339,43.7918
8,6,0.5,0.75,3,1.0,1.0,106.2234,264.0769,4,13,0,1.0942,39.0584
8,8,1.0,1.0,5,0.5,1.0,105.8804,189.7692,1,13,0,1.2348,35.1056
12,6,1.0,1.0,3,0.5,1.0,105.8528,169.5385,1,13,0,1.1445,36.8152
12,6,1.0,1.5,3,0.5,1.0,105.7278,118.8462,3,13,0,1.0271,39.668
10,8,1.0,0.75,5,0.5,0.5,105.349,222.6154,2,13,0,1.2562,31.7036
8,6,1.0,1.0,8,1.0,1.0,105.1623,179.7692,1,13,0,1.1624,37.1635
8,8,0.3,0.75,3,1.0,1.0,104.1706,286.8462,1,13,0,1.1273,39.3235
10,6,1.0,0.75,5,0.5,0.5,104.1605,216.5385,2,13,0,1.2731,32.1398
8,6,1.0,1.5,8,1.0,1.0,104.1468,130.4615,3,13,0,1.0104,40.3209
8,8,1.0,1.5,5,0.5,1.0,104.1177,146.5385,1,13,0,1.0896,39.9237
8,4,0.3,0.75,3,0.5,1.0,104.0189,274.9231,4,13,0,0.8976,45.5503
8,8,1.0,0.75,8,1.0,0.5,103.9383,216.8462,0,13,0,1.2978,32.31
8,6,1.0,1.5,5,0.5,0.5,103.7391,145.6923,3,13,0,1.0281,39.6935
8,6,1.0,1.5,3,1.0,1.0,102.6837,117.7692,2,13,0,1.028,40.4343
8,6,0.5,1.5,3,0.5,1.0,102.479,141.4615,3,13,0,0.9704,43.5941
8,8,1.0,0.75,3,0.5,0.5,102.434,221.6923,0,13,0,1.2558,31.7815
8,8,1.0,0.75,8,0.5,0.5,102.0634,229.6154,0,13,0,1.2535,32.4531
10,8,1.0,0.75,3,1.0,1.0,102.0508,198.0769,1,13,0,1.224,31.628
10,8,1.0,0.75,8,0.5,1.0,101.9389,214.7692,2,13,0,1.1587,32.7437
10,6,1.0,0.75,8,0.5,1.0,101.9091,208.6154,2,13,0,1.1683,33.4431
8,6,1.0,0.75,8,1.0,0.5,101.2448,210.3077,1,13,0,1.2868,32.4257
8,8,1.0,0.75,3,1.0,0.5,100.8027,202.5385,0,13,0,1.3313,29.7972
8,8,1.0,1.0,3,1.0,1.0,100.6999,170.3077,0,13,0,1.325,33.2222
8,8,1.0,0.75,5,1.0,0.5,100.4671,212.3846,0,13,0,1.3252,31.2545
10,6,1.0,0.75,3,1.0,1.0,100.4166,192.2308,1,13,0,1.2487,32.1904
8,6,1.0,0.75,8,0.5,0.5,100.1847,223.0,2,13,0,1.2495,32.3138
10,8,1.0,0.75,5,0.5,1.0,100.153,212.0769,3,13,0,1.0859,34.2346
8,6,1.0,1.5,8,0.5,1.0,100.1438,136.6923,3,13,0,0.955,41.5709
8,6,1.0,0.75,3,0.5,0.5,99.8489,215.5385,1,13,0,1.2425,31.9398
8,6,1.0,0.75,3,1.0,0.5,99.0421,196.0,0,13,0,1.3161,29.7354
8,6,1.0,1.0,5,0.5,1.0,99.0176,184.0769,1,13,0,1.0355,38.6334
8,6,1.0,0.75,5,1.0,0.5,98.7738,205.8462,0,13,0,1.3225,31.6084
8,6,1.0,1.0,3,1.0,1.0,98.3951,164.6154,1,13,0,1.1852,35.2958
10,4,0.5,0.75,3,0.5,1.0,96.9906,249.2308,3,13,0,0.8962,39.5884
10,6,1.0,0.75,5,0.5,1.0,96.6693,206.0769,2,13,0,1.0929,34.9149
8,8,1.0,0.75,5,0.5,0.5,94.7482,229.5385,0,13,0,1.2104,32.2203
12,8,1.0,0.75,3,0.5,1.0,94.6574,202.2308,1,13,0,1.0681,35.0209
8,8,0.5,0.75,3,1.0,1.0,93.8416,260.6154,3,13,0,1.1016,36.7472
8,8,0.3,1.0,3,0.5,1.0,93.7386,234.0769,2,13,0,0.9327,41.1443
8,8,0.5,1.5,3,0.5,1.0,93.3414,154.7692,3,13,0,0.9761,40.721
8,6,1.0,0.75,5,0.5,0.5,92.7537,223.0769,2,13,0,1.2074,31.9237
8,6,1.0,1.5,5,0.5,1.0,91.885,133.9231,3,13,0,0.8865,41.8695
8,4,0.3,1.0,3,0.5,1.0,91.1006,200.0,2,13,0,0.9568,46.6695
10,6,0.3,0.75,3,0.5,1.0,90.5873,302.7692,6,13,0,0.7026,44.958
8,6,1.0,0.75,8,0.5,1.0,90.1222,213.4615,2,13,0,1.0981,34.9805
8,8,1.0,0.75,8,1.0,1.0,89.9375,211.7692,1,13,0,1.1516,34.4259
8,8,0.5,1.0,3,0.5,1.0,89.3889,218.4615,3,13,0,0.9456,39.0465
12,6,1.0,0.75,3,0.5,1.0,89.2319,196.1538,1,13,0,1.1039,34.4467
8,8,1.0,0.75,8,0.5,1.0,88.7292,220.3077,1,13,0,1.0855,35.3296
8,8,1.0,0.75,5,1.0,1.0,87.7422,206.6154,1,13,0,1.1773,33.9559
8,6,1.0,0.75,8,1.0,1.0,87.7195,205.2308,2,13,0,1.1389,34.3264
8,6,1.0,0.75,5,1.0,1.0,87.6854,200.1538,1,13,0,1.1734,34.4726
8,8,0.3,1.5,3,0.5,1.0,87.5391,162.0769,2,13,0,0.9351,44.2768
10,8,0.3,0.75,3,0.5,1.0,86.4659,294.8462,7,13,0,0.7322,41.3761
8,6,1.0,0.75,5,0.5,1.0,85.5805,209.6154,1,13,0,1.0415,35.6368
10,4,1.0,0.75,3,0.5,1.0,84.9125,165.0769,2,13,0,0.9,35.5195
8,4,0.5,1.0,3,0.5,1.0,84.6501,185.5385,5,13,0,0.8668,42.913
8,6,0.3,1.0,3,0.5,1.0,84.3738,234.0769,4,13,0,0.8483,45.3365
8,8,1.0,0.75,5,0.5,1.0,83.5663,216.0769,2,13,0,1.0173,36.0908
8,4,1.0,1.5,3,0.5,1.0,82.8144,92.0769,4,13,0,0.7135,44.0672
8,6,0.5,1.0,3,0.5,1.0,81.2941,218.8462,5,13,0,0.8235,43.3504
8,6,1.0,0.75,3,1.0,1.0,77.7879,189.4615,1,13,0,1.1311,32.6645
8,8,1.0,0.75,3,1.0,1.0,77.1604,195.6154,0,13,0,1.1235,32.8224
8,4,0.5,0.75,3,0.5,1.0,75.6313,245.6154,5,13,0,0.7831,41.1187
10,8,1.0,1.5,3,0.5,1.0,75.4152,135.5385,4,13,0,0.8356,40.2241
10,6,1.0,1.0,3,0.5,1.0,73.2952,171.6923,2,13,0,0.8446,38.6529
10,8,0.5,0.75,3,0.5,1.0,72.6406,268.1538,7,13,0,0.7018,39.0838
10,6,0.5,0.75,3,0.5,1.0,71.7543,272.6923,6,13,0,0.652,41.7096
10,6,1.0,1.5,3,0.5,1.0,71.2352,123.1538,4,13,0,0.7697,41.7484
10,8,1.0,1.0,3,0.5,1.0,70.92,177.6923,2,13,0,0.9123,37.5014
8,6,0.3,0.75,3,0.5,1.0,65.2095,296.3846,6,13,0,0.622,45.6325
8,8,1.0,1.5,3,0.5,1.0,62.8488,136.3077,5,13,0,0.7349,41.9576
8,8,0.3,0.75,3,0.5,1.0,62.5196,288.7692,7,13,0,0.6616,42.5777
8,4,1.0,1.0,3,0.5,1.0,61.8356,140.1538,7,13,0,0.5233,41.0192
8,4,1.0,0.75,3,0.5,1.0,58.53,166.4615,6,13,0,0.6337,38.7156
8,8,1.0,1.0,3,0.5,1.0,57.3741,177.2308,4,13,0,0.8113,39.5599
8,6,1.0,1.5,3,0.5,1.0,56.8648,124.8462,4,13,0,0.6208,44.1232
8,6,1.0,1.0,3,0.5,1.0,56.0141,172.0769,4,13,0,0.6886,41.2015
10,6,1.0,0.75,3,0.5,1.0,55.9908,196.7692,2,13,0,0.7753,37.3121
8,6,0.5,0.75,3,0.5,1.0,55.5744,268.0769,5,13,0,0.5936,43.6031
10,8,1.0,0.75,3,0.5,1.0,54.9393,202.8462,3,13,0,0.7073,37.3461
8,8,0.5,0.75,3,0.5,1.0,53.7398,263.6154,6,13,0,0.6367,41.5622
8,6,1.0,0.75,3,0.5,1.0,42.79,196.0,5,13,0,0.6116,39.9708
8,8,1.0,0.75,3,0.5,1.0,38.9684,201.6154,6,13,0,0.5785,40.5646
